fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,date,fire_scar,site,site_remove,plot,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
0f563c01-fa13-40df-b944-e12808c589be,2024-07-14 18:48:01 UTC,2024-07-17 06:39:14 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:16:56 UTC,2024-07-17 06:39:16 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,A,,,,,
20c6cf82-425b-4734-8d94-c9703cab3fc7,2024-07-14 18:49:03 UTC,2024-07-17 06:39:08 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:16:57 UTC,2024-07-17 06:39:10 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,B,,,,,
724238d9-c72a-4948-8ffa-760f09045342,2024-07-14 18:58:05 UTC,2024-07-17 06:39:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:16:57 UTC,2024-07-17 06:39:07 UTC,2,,,,,,,2024-07-14,Haystack,Hays1,1,C,,,,,
372429a1-3adb-4b9f-8129-73f2e09106b1,2024-07-14 22:55:49 UTC,2024-07-17 06:38:55 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:58 UTC,2024-07-17 06:38:58 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,A,,,,,
8a0fe00d-fc95-4a0b-8ce4-879001ffeda7,2024-07-14 22:57:27 UTC,2024-07-17 06:38:53 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:59 UTC,2024-07-17 06:38:56 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,B,,,,,
8f1c67cf-cfb2-4cbd-9b56-123320d4e243,2024-07-14 23:00:47 UTC,2024-07-17 06:38:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:17:59 UTC,2024-07-17 06:38:53 UTC,2,,,,,,,2024-07-14,Haystack,Hays2,2,C,,,,,
c0d649bb-6ba2-4099-b247-22a18cc3619f,2024-07-15 00:29:48 UTC,2024-07-17 06:40:32 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:18:00 UTC,2024-07-17 06:40:34 UTC,2,,,,,,,2024-07-14,Haystack,Hays3,3,A,,,,,
2dc49ca5-9aac-48f4-bbb8-7f600e61f92d,2024-07-15 00:37:00 UTC,2024-07-17 06:38:21 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:18:01 UTC,2024-07-17 06:38:22 UTC,2,,,,,,,2024-07-14,Haystack,Hays3,3,B,,,,,
3e5a4b46-b3b8-49f3-bea9-fa5a2db67987,2024-07-15 00:38:41 UTC,2024-07-17 06:38:17 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-15 05:18:02 UTC,2024-07-17 06:38:19 UTC,2,,,,,,,2024-07-14,Haystack,Hays3,3,C,,,,,
407e7f5a-ca97-4ee5-a7dc-ec56b4375262,2024-07-15 21:00:47 UTC,2024-07-17 06:38:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:11 UTC,2024-07-17 06:38:08 UTC,2,,,,,,,2024-07-15,Lost Horse,LOHO1,1,A,,,,,
2a187c5e-25e4-4785-b5e8-7a8753c7ce7c,2024-07-15 21:04:58 UTC,2024-07-17 06:38:02 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:11 UTC,2024-07-17 06:38:04 UTC,2,,,,,,,2024-07-15,Lost Horse,LOHO1,1,B,,,,,
ed093604-d442-4401-be37-4045abfa3e42,2024-07-15 21:06:34 UTC,2024-07-17 06:37:59 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:12 UTC,2024-07-17 06:38:00 UTC,2,,,,,,,2024-07-15,Lost Horse,LOHO1,1,C,,,,,
e2f41be1-8c64-4ee8-be5c-2320e2b1d8bd,2024-07-15 23:00:22 UTC,2024-07-17 06:37:52 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:13 UTC,2024-07-17 06:37:55 UTC,2,,,,,,,2024-07-15,Lost Horse,LOHO2,2,A,,,,,
2ae64e39-3cf7-414f-81ae-6f2371917e6f,2024-07-15 23:03:49 UTC,2024-07-17 06:37:48 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:13 UTC,2024-07-17 06:37:50 UTC,2,,,,,,,2024-07-15,Lost Horse,LOHO2,2,B,,,,,
5ce7a649-88af-4688-a7e2-e6bea3fc3a19,2024-07-15 23:04:29 UTC,2024-07-17 06:37:45 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:14 UTC,2024-07-17 06:37:47 UTC,2,,,,,,,2024-07-15,Lost Horse,LOHO2,2,C,,,,,
