fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,date,fire_scar,fire_scar_other,site,elevation,latitude,longitude,slope,aspect,transect_orientation,severity,ground_severity,moisture_class,pre_fire_vegetation,site_notes,site_photo_start,site_photo_start_caption,site_photo_start_url,site_photo_end,site_photo_end_caption,site_photo_end_url,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
2736a526-980f-409a-b237-3d7255ee8f36,2024-07-15 20:25:04 UTC,2024-07-18 19:57:51 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:22 UTC,2024-07-19 16:52:32 UTC,3,,,,65.16874041807321,-147.64182604614373,POINT (-147.64182604614373 65.16874041807321),2024-07-15,Lost Horse,,LoHo1,675,65.16865,147.64185,8,145,83,1,2,mesic-subxeric,"Low density black spruce, willows, bene","Site set up by MM in spring 2034, has aluminum stakes as plot markers. No dnbr at time of sampling, nearest points are low and med. by eye, I would call this low/mid severity. Orientation of plot was 83 degrees",3d8df608-9a94-4d28-9ecc-4418930f1772,,https://web.fulcrumapp.com/photos/view?photos=3d8df608-9a94-4d28-9ecc-4418930f1772,2d338da7-7fc1-4c7e-9743-7f6c1add521b,,https://web.fulcrumapp.com/photos/view?photos=2d338da7-7fc1-4c7e-9743-7f6c1add521b,669.9750307599381,13.423096950962565,11.198219893446788,0.05521285906434059,-1.0
307b9bbb-9d6b-453c-ad5a-14a7c23b9b9c,2024-07-15 23:19:01 UTC,2024-07-18 19:55:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:23 UTC,2024-07-19 16:52:32 UTC,2,,,,65.16996591067132,-147.64758300577196,POINT (-147.64758300577196 65.16996591067132),2024-07-15,Lost Horse,,LoHo2,705,65.16996,147.64754,8,146,34,2,3,mesic-subxeric,"Mid sparse black spruce, willow","Site set up by MM, has aluminum posts, orientation at 34 degrees, cross slope ish, no exact dnbr, but closest to mod",f0f90983-957f-42b2-8268-1b7b76c74c95,,https://web.fulcrumapp.com/photos/view?photos=f0f90983-957f-42b2-8268-1b7b76c74c95,5b0b9574-61f1-41fa-b389-3b9d757fb60f,,https://web.fulcrumapp.com/photos/view?photos=5b0b9574-61f1-41fa-b389-3b9d757fb60f,704.1739583325877,3.6080943539045838,7.170540213709185,0.014341078698635101,89.55059184147018
bf983945-681d-4b23-b173-2cdd521ce325,2024-07-15 23:35:50 UTC,2024-07-18 20:51:31 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-16 04:56:23 UTC,2024-07-19 16:52:33 UTC,2,,,,65.16890642081769,-147.65109229406428,POINT (-147.65109229406428 65.16890642081769),2024-07-15,Lost Horse,,Loho3,696,65.16893,147.65102,4,122,0,3,1,mesic-subxeric,Black spruce and willow,"Orientation north, 0. Low severity site, based on visual inspection. ",d5e2f931-7667-46f3-b2bb-09a4435a556b,,https://web.fulcrumapp.com/photos/view?photos=d5e2f931-7667-46f3-b2bb-09a4435a556b,30593d79-6afe-4088-98c6-6a36b7483830,,https://web.fulcrumapp.com/photos/view?photos=30593d79-6afe-4088-98c6-6a36b7483830,693.9688297810773,14.604352543911071,20.57016969465956,0.05885584279894829,-1.0
09fea2ea-771a-492f-a14b-308beb075495,2024-07-16 17:58:00 UTC,2024-07-16 19:12:58 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:44 UTC,2024-07-17 06:22:44 UTC,1,,,,64.95876503526583,-148.16980935065814,POINT (-148.16980935065814 64.95876503526583),2024-07-16,Shovel Creek,,SHCR1,441,64.95871,148.16973,12,254,341,2,1,mesic-subhygric,Black spruce and alder,Previously LC 18,3647cba1-7f8b-48cb-a946-7292d76bead0,,https://web.fulcrumapp.com/photos/view?photos=3647cba1-7f8b-48cb-a946-7292d76bead0,f6de8dc4-f3c6-47e3-8324-4fee9feba815,,https://web.fulcrumapp.com/photos/view?photos=f6de8dc4-f3c6-47e3-8324-4fee9feba815,441.98655452041004,43.912187386953775,80.74482424140677,1.0416276454925537,-1.0
7bb9b24e-ee19-4add-a967-8a0246a7cfcf,2024-07-16 19:36:37 UTC,2024-07-16 20:29:50 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:45 UTC,2024-07-17 06:22:45 UTC,1,,,,64.95936853434667,-148.1652725148424,POINT (-148.1652725148424 64.95936853434667),2024-07-16,Shovel Creek,,SHCR2,476,64.95939,148.16544,14,278,12,2,3,mesic-subxeric,Black spruce,All trees fallen. Double check it matches with original.,54014d15-245a-4d20-a53f-443d8483c6db,,https://web.fulcrumapp.com/photos/view?photos=54014d15-245a-4d20-a53f-443d8483c6db,40900a24-85bb-4a11-8ffd-74d01bc2bf57,,https://web.fulcrumapp.com/photos/view?photos=40900a24-85bb-4a11-8ffd-74d01bc2bf57,465.33475692617935,8.48415260471512,10.679414352095652,0.15250366926193237,-1.0
c9adcb1a-c142-417b-952a-ed7d033bc250,2024-07-16 21:27:43 UTC,2024-07-16 22:04:05 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:45 UTC,2024-07-17 06:22:45 UTC,1,,,,64.9588375221117,-148.2461188380979,POINT (-148.2461188380979 64.9588375221117),2024-07-16,Shovel Creek,,Shcr3,547,64.95885,148.24617,14,288,28,3,2,subxeric,Black spruce,Very rocky. ,6c54507d-bd4e-4294-81ad-cb80b198d3f3,,https://web.fulcrumapp.com/photos/view?photos=6c54507d-bd4e-4294-81ad-cb80b198d3f3,cd4cb86d-6015-4e06-ba80-8fef388d2590,,https://web.fulcrumapp.com/photos/view?photos=cd4cb86d-6015-4e06-ba80-8fef388d2590,538.6867003669721,11.506722609285816,11.673354384533264,0.22977933287620544,-1.0
6df0f0d9-e8fe-490f-b42a-a331d3666563,2024-07-16 22:38:48 UTC,2024-07-25 01:06:04 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-17 06:22:47 UTC,2024-07-25 01:06:05 UTC,2,,,,64.9527569478,-148.260268462,POINT (-148.26026846222345 64.95275694777119),2024-07-16,Shovel Creek,,Shcr4,516,64.95408,148.2621,22,322,60,1,1,mesic-subhygric,Black spruce,Rocky outcrops. Concave. Surrounded by unburned. Do not like the site. Regen of everything! Old LC site 8,05185acf-86f9-4977-83cb-c85dea7a6a21,,https://web.fulcrumapp.com/photos/view?photos=05185acf-86f9-4977-83cb-c85dea7a6a21,1d470294-57cb-4396-9550-81a26756da2d,,https://web.fulcrumapp.com/photos/view?photos=1d470294-57cb-4396-9550-81a26756da2d,559.565791756,5.57826006653,12.0318889644,0.572457492352,353.92389769
4c1e1058-6d9b-44cd-8462-5caf379669fb,2024-07-17 17:44:18 UTC,2024-07-17 18:47:35 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-18 05:42:05 UTC,2024-07-18 05:42:05 UTC,1,,,,64.94983288769888,-148.29473871441672,POINT (-148.29473871441672 64.94983288769888),2024-07-17,Shovel Creek,,ShCr5,685,64.94984,148.29456,12,283,324,2,3,xeric,Big black spruce.,Loads of CWD. All trees fallen. Exposed rock. Low regen. Old LC ID 41,215a9e55-445b-4fe7-9b59-5b0413db038a,,https://web.fulcrumapp.com/photos/view?photos=215a9e55-445b-4fe7-9b59-5b0413db038a,641fa46b-06da-4f64-9f48-5f498178ec7c,,https://web.fulcrumapp.com/photos/view?photos=641fa46b-06da-4f64-9f48-5f498178ec7c,692.920738430124,9.80319494198893,20.106447490308604,0.03972790017724037,-1.0
426ecd05-c65b-4b20-b0ac-098a51934133,2024-07-17 18:47:37 UTC,2024-07-17 19:28:54 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-18 05:42:06 UTC,2024-07-18 05:42:06 UTC,1,,,,64.94798175001615,-148.3155814500578,POINT (-148.3155814500578 64.94798175001615),2024-07-17,Shovel Creek,,ShCr6,647,64.94801,148.31558,8,348,77,3,2,mesic-subxeric,Black spruce. Sparse and large. ,Old LC ID 47. No seedlings regen. NAU photo site. ,cd949303-d0d3-48d5-af8c-9ab1d6238152,,https://web.fulcrumapp.com/photos/view?photos=cd949303-d0d3-48d5-af8c-9ab1d6238152,69cb1151-731c-46ca-be0a-f7147ef2d15b,,https://web.fulcrumapp.com/photos/view?photos=69cb1151-731c-46ca-be0a-f7147ef2d15b,646.2269858956613,3.1773119419722047,9.542886158424986,0.010374325327575207,272.1914029065021
92a0f07c-ab11-4309-ba07-615a899b8aa7,2024-07-18 18:42:33 UTC,2024-08-30 19:23:19 UTC,xanthe.walker@nau.edu,xanthe.walker@nau.edu,2024-07-19 16:52:33 UTC,2024-08-30 19:23:20 UTC,2,,,,65.16282558738445,-147.66173682848913,POINT (-147.66173682848913 65.16282558738445),2024-07-18,Lost Horse,,LoHo4,702,65.16282,147.66177,4,89,0,2,3,mesic-subhygric,"Sparse black spruce, tall willows, bena ","Moderate to high severity burn. Patchy burning, some trees only half burnt, soil shows signs of burning more than trees do. Fallen trees were not counted in tree inventory",254fb8be-2cd3-4c0f-a4dc-951588e271a7,,https://web.fulcrumapp.com/photos/view?photos=254fb8be-2cd3-4c0f-a4dc-951588e271a7,edacb65c-fca4-4a7b-b21b-4e1ad40eac8c,,https://web.fulcrumapp.com/photos/view?photos=edacb65c-fca4-4a7b-b21b-4e1ad40eac8c,700.4863521045779,2.1804507512817226,8.013122113192113,0.012017271481454369,13.829503201519879
